	BulkRAG1	BulkRAG2	BulkRAG3	BulkTP1	BulkTP2	BulkTP3	RAG1	RAG10	RAG12	RAG2	RAG3	RAG4	RAG5	RAG6	RAG7	RAG8	RTP1	RTP10	RTP11	RTP12	RTP2	RTP3	RTP4	RTP5	RTP6	RTP7	RTP9
K00894	47.107593744114055	17.313019390582664	6.928518474894887	36.9389436200925	23.016431174478566	28.909970222732248	24.683313093017972	42.72249072121143	72.82366477811023	29.614712589215795	23.099276068689267	31.3906037459472	12.152637122256156	13.73091974277486	26.921886147344924	44.43626252944135	26.42031193581773	31.181206463242166	9.96785367190863	33.66890003703751	27.608293531378294	0.0	11.638869167472334	15.821032480580559	41.5270895047222	20.85364391360442	26.071540306602135
K14509	0.0	0.0	0.0	0.0	0.0	4.1299957461046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8194345837361565	0.0	0.0	5.213410978401095	0.0
K10746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.684726336481535	0.0	0.0
K06111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8194345837361565	0.0	0.0	0.0	0.0
K07195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.153946495183247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.222966679012469	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.601382255229719	0.0	0.0	0.0	0.0	0.0	0.0
K03902	11.776898436028539	0.0	0.0	7.38778872401849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.348037504205907	0.0	0.0	0.0	0.0	4.601382255229719	0.0	0.0	0.0	13.842363168240768	0.0	0.0
K01320	0.0	0.0	0.0	0.0	2.5573812416087303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.547354987053671	0.0	0.0	0.0
K03899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.213410978401095	0.0
K01321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.213410978401095	0.0
K10256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6198552137378535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K10255	329.7531562087179	181.78670360111013	221.7125911966121	121.89851394620693	186.68883063741023	161.0698340980086	108.60657760920604	186.91089690521065	138.36496307840744	260.6094707850131	194.03391897691066	167.4165533117096	457.7493316049247	196.80984964641087	228.83603225241208	82.52448755467685	61.64739451690794	168.378514901409	114.63031722690609	213.2363669012108	174.85252569870948	157.25433923690784	145.48586459330792	89.65251738995634	276.84726336481333	88.62798663281862	130.3577015330042
K01555	683.060109289637	545.3601108033304	817.5651800375446	435.8795347170248	511.47624832172806	466.68951930972503	577.589526376532	688.9001628794392	495.2009204911267	610.0630793378308	549.7627704347301	622.5803076279358	206.59483107831113	604.1604686820334	511.51583679952694	520.5390753448276	757.3822754933409	505.13554470442693	543.2480251189288	404.0268004444205	542.9631061170294	746.9581113753371	523.7491125362285	611.7465892490331	636.7487057390307	536.9813307752263	325.8942538325104
K01557	11.776898436028539	17.313019390582664	13.857036949789757	22.16336617205546	12.786906208043701	33.03996596883687	29.619975711621546	5.340311340151434	7.282366477811022	5.9229425178431585	9.239710427475707	26.158836454956003	133.67900834480722	4.576973247591623	17.947924098229947	6.348037504205907	26.42031193581773	6.236241292648433	9.96785367190863	11.222966679012469	18.405529020918895	0.0	11.638869167472334	52.73677493526846	13.842363168240768	26.067054892005473	26.071540306602135
K13356	11.776898436028539	0.0	0.0	0.0	5.11476248321747	0.0	0.0	0.0	0.0	0.0	4.6198552137378535	10.463534581982401	0.0	0.0	4.486981024557487	12.696075008411773	0.0	6.236241292648433	0.0	0.0	0.0	0.0	5.8194345837361565	0.0	0.0	0.0	0.0
K01889	1872.5268513285014	1592.7977839335886	1517.3455460019825	1307.6386041512744	1199.4118023144658	1321.5986387534706	1194.6723537020662	1335.0778350377761	1026.8136733713552	1563.6568247105788	1422.915405831178	1292.2465208747742	1567.6901887709846	1263.24461633527	1319.1724212198696	1479.0927384799784	1136.0734132401615	1347.028119211972	1330.7084651997707	1010.0670011110512	1302.1911782299705	1631.513769583081	1163.8869167471632	1603.197958032087	1578.029401179376	1324.2063885138646	1512.1493377828483
K01890	2166.9493122292174	2631.578947368547	2334.910726039527	2138.7648356033214	2012.6590371460106	1689.1682601566904	2191.878202659922	2216.229206162826	2090.039179131712	1942.725145852498	2185.1915160979197	1925.2903630847106	2317.1028113101247	2457.8346339566356	2149.263910763014	2336.077801547724	1875.8421474430017	1914.5260768430023	2312.5420518827227	1986.4651021852005	1950.9860762174058	2280.187918935414	1961.1494547190066	1671.7557654479906	2560.8371861245237	1908.1084180947933	2411.617478360677
K00668	35.33069530808561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.307892990366515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00667	11.776898436028539	8.656509695291343	13.857036949789757	0.0	2.5573812416087303	0.0	4.936662618603594	26.70155670075722	0.0	11.845885035686296	4.6198552137378535	5.2317672909912005	0.0	0.0	8.973962049114965	0.0	0.0	18.7087238779453	0.0	0.0	0.0	98.283962023082	0.0	5.273677493526845	0.0	10.42682195680221	0.0
K00665	0.0	0.0	0.0	7.38778872401849	0.0	0.0	0.0	5.340311340151434	0.0	5.9229425178431585	4.6198552137378535	0.0	8.101758081504126	4.576973247591623	0.0	0.0	8.806770645272566	0.0	4.983926835954315	0.0	0.0	19.65679240461638	0.0	0.0	0.0	0.0	0.0
K01624	529.9604296212287	528.0470914127294	651.2807366400355	417.4100629070237	386.1645674828212	363.43962565711945	636.8294777998354	523.3505113348299	626.2835170917338	550.8336541593278	656.019440350736	491.78612535312817	279.5106538118151	599.5834954344332	574.3335711433303	545.9312253616289	607.6671745237329	573.7341989236307	428.6177078920228	347.9119670493177	460.1382255229249	589.7037721384294	494.6519396175269	516.820394365628	581.379253066028	547.4081527320268	456.25195536551456
K03841	94.21518748822821	51.939058171747995	103.92777712340566	210.55197863451198	194.36097436221067	227.14976603571213	192.5298421255107	133.50778350370763	196.6238949008106	136.22767791030685	157.07507726700862	193.5753897666111	81.01758081504127	247.15655536991363	143.5833927858076	196.7891626303104	193.74895419591047	274.39461687651465	109.64639039090581	157.12153350610797	151.84561442250825	58.97037721384913	151.30529917710822	179.3050347799097	235.32017386001135	245.03031598481198	169.4650119929054
K03362	0.0	0.0	0.0	0.0	0.0	0.0	4.936662618603594	0.0	0.0	0.0	0.0	10.463534581982401	0.0	4.576973247591623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.213410978401095	0.0
K10260	0.0	0.0	0.0	0.0	0.0	4.1299957461046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.273677493526845	0.0	0.0	0.0
K06468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.340311340151434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.236241292648433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00122	447.52214056902426	346.2603878116193	387.9970345940211	672.2887738856381	639.345310402135	582.3294002007311	360.37637115802005	384.50241649082193	334.98885797921804	390.9142061776197	374.20827231272057	324.3695720414186	129.628129304007	370.7348330549205	421.77621630832226	349.1420627313185	554.82655065213	704.6952660692377	488.4248299234259	763.1617341728387	579.7741641589315	452.1062253061225	675.0544117133368	537.9151043397292	498.325074056624	646.4629613217315	599.6454270518192
K04799	70.66139061617112	34.62603878116533	13.857036949789757	66.49009851616638	63.93453104021831	37.16996171494139	78.9866018976575	21.361245360605714	58.25893182248814	11.845885035686296	13.85956564121356	10.463534581982401	12.152637122256156	32.03881273314137	67.30471536836225	31.74018752102958	44.03385322636278	56.1261716338359	114.63031722690609	56.11483339506255	23.006911276148646	19.65679240461638	64.01378042109778	58.01045242879535	27.684726336481535	62.56093174081315	52.14308061320427
K01522	11.776898436028539	0.0	0.0	0.0	2.5573812416087303	0.0	4.936662618603594	5.340311340151434	0.0	5.9229425178431585	4.6198552137378535	10.463534581982401	0.0	9.153946495183247	0.0	6.348037504205907	8.806770645272566	0.0	9.96785367190863	0.0	4.601382255229719	0.0	0.0	10.547354987053671	0.0	0.0	0.0
K14405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.486981024557487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K12116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2317672909912005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00953	0.0	25.969529085874047	0.0	29.551154896073978	23.016431174478566	33.03996596883687	0.0	0.0	0.0	11.845885035686296	0.0	0.0	0.0	0.0	13.46094307367241	0.0	0.0	43.653689048539036	4.983926835954315	11.222966679012469	32.209675786608045	39.31358480923276	23.27773833494467	15.821032480580559	83.0541790094445	15.640232935203263	91.25039107310751
K04437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.282366477811022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07192	247.31486715651337	277.00831024931546	277.14073899571514	162.53135192830925	145.77073077160802	144.54985111360773	232.0231430743129	213.61245360601217	305.85939206801646	307.99301092781553	217.1331950456119	292.97896829541685	332.17208134161797	201.38682289401115	215.3750891787114	266.6175751766141	140.90833032430766	162.14227360880867	214.3088539460114	202.01340022221024	151.84561442250825	216.22471645071076	192.04134126321043	152.9366473122083	138.42363168240666	172.0425622872084	156.429241839605
K05097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.282366477811022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K13939	0.0	0.0	0.0	3.69389436200925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.348037504205907	0.0	6.236241292648433	0.0	0.0	9.202764510459438	0.0	5.8194345837361565	0.0	0.0	0.0	0.0
K13990	94.21518748822821	138.50415512460773	124.71333254810679	81.26567596420342	102.29524966430562	94.98990216040588	153.0365411767085	96.12560412272587	131.08259660050703	148.07356294600746	138.5956564121076	193.5753897666111	40.508790407520586	183.0789299036101	121.14848766300639	114.26467507570605	52.84062387163536	112.252343267606	114.63031722690609	56.11483339506255	119.63593863590648	58.97037721384913	40.73604208615312	116.02090485750628	83.0541790094445	72.98775369761526	65.17885076650539
K06228	11.776898436028539	8.656509695291343	0.0	0.0	5.11476248321747	8.2599914922092	0.0	0.0	0.0	5.9229425178431585	0.0	0.0	0.0	0.0	0.0	6.348037504205907	8.806770645272566	0.0	0.0	0.0	0.0	0.0	5.8194345837361565	0.0	0.0	0.0	0.0
K01206	506.4066327491274	597.2991689750334	526.5674040919288	317.674915132718	340.1317051339186	355.17963416491904	636.8294777998354	539.3714453552307	619.0011506139333	716.6760446589361	702.2179924881385	638.2756095008366	1089.6864619622586	562.9677094537311	659.5862106099348	469.75477531122493	237.78280742231286	442.7731317780237	378.7784395325201	471.3646005185239	450.9354610124244	412.79264049692057	366.62437877531994	474.6309744173257	387.58616871071865	406.6460563152198	404.1088747523129
K05305	0.0	0.0	6.928518474894887	0.0	0.0	8.2599914922092	0.0	10.680622680302909	0.0	11.845885035686296	0.0	10.463534581982401	0.0	9.153946495183247	13.46094307367241	0.0	0.0	12.472482585296866	0.0	0.0	0.0	0.0	5.8194345837361565	5.273677493526845	0.0	0.0	0.0
K14464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9229425178431585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K14412	0.0	0.0	0.0	3.69389436200925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.236241292648433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00036	3521.292632372491	3125.0000000001746	3436.5451635477875	3468.566805926597	3554.759925836095	3506.366388442788	3119.970774957473	3455.1814370778966	3539.2301082160907	2848.9353510825435	3409.453147738487	3264.6227895784873	2183.423802965318	3304.5746847610826	3620.993686817891	3542.204927346888	3505.09471681839	3735.5085342964	4251.289591069026	4006.5991044074035	3791.5389783092055	4422.7782910386195	3736.077002758603	3717.9426329364014	4249.605492649905	3456.4914786798686	3245.9067681719034
K05289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.638869167472334	0.0	0.0	0.0	0.0
K12316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.340311340151434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.983926835954315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05185	11.776898436028539	0.0	0.0	11.08168308602773	10.22952496643496	4.1299957461046	14.809987855810824	16.020934020454312	7.282366477811022	11.845885035686296	13.85956564121356	0.0	0.0	4.576973247591623	13.46094307367241	6.348037504205907	0.0	6.236241292648433	9.96785367190863	0.0	9.202764510459438	0.0	5.8194345837361565	5.273677493526845	13.842363168240768	5.213410978401095	13.035770153301117
K01202	23.553796872057077	8.656509695291343	6.928518474894887	0.0	7.6721437248262	8.2599914922092	29.619975711621546	37.38217938106003	14.564732955622084	0.0	18.479420854951414	10.463534581982401	4.050879040752059	0.0	17.947924098229947	25.392150016823642	0.0	0.0	4.983926835954315	0.0	4.601382255229719	19.65679240461638	5.8194345837361565	5.273677493526845	27.684726336481535	0.0	0.0
K01132	0.0	17.313019390582664	6.928518474894887	25.857260534064668	15.34428744965244	12.389987238313763	34.55663833022512	10.680622680302909	14.564732955622084	11.845885035686296	13.85956564121356	10.463534581982401	16.203516163008274	4.576973247591623	0.0	6.348037504205907	35.227082581090215	24.944965170593733	14.951780507862892	0.0	23.006911276148646	19.65679240461638	23.27773833494467	31.642064961161118	13.842363168240768	5.213410978401095	52.14308061320427
K00542	0.0	0.0	0.0	0.0	0.0	8.2599914922092	0.0	10.680622680302909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05546	11.776898436028539	17.313019390582664	0.0	0.0	2.5573812416087303	0.0	0.0	0.0	0.0	0.0	4.6198552137378535	0.0	0.0	0.0	0.0	6.348037504205907	0.0	6.236241292648433	0.0	0.0	0.0	0.0	5.8194345837361565	0.0	0.0	0.0	0.0
K05298	23.553796872057077	0.0	6.928518474894887	0.0	0.0	4.1299957461046	4.936662618603594	5.340311340151434	0.0	0.0	4.6198552137378535	5.2317672909912005	4.050879040752059	9.153946495183247	4.486981024557487	0.0	8.806770645272566	0.0	9.96785367190863	0.0	0.0	0.0	5.8194345837361565	5.273677493526845	0.0	0.0	0.0
K00134	1872.5268513285014	1999.6537396122114	1829.1288773722	1957.7640118648114	1680.1994757368923	1800.6781453015963	1708.085266036795	1879.7895917333071	1747.767954674594	1800.5745254242909	1838.702375067601	1710.7879041540982	1028.9232763509556	1839.9432455318017	1754.409580601893	1840.9308762196977	2034.3640190579101	2120.3220395004137	1968.6511002019047	2031.3569689012033	2089.0275438742133	1710.140939201585	2112.454753896215	1745.5872503572946	1564.1870380111754	1751.7060887426858	1355.7200959432432
K10705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.842363168240768	0.0	0.0
K01880	1589.881288863786	1575.4847645429877	1482.7029536274808	1470.1699560796835	1296.592289495571	1387.6785706910741	1530.365411767085	1602.0934020453913	1747.767954674594	1504.427399532076	1492.2132340372818	1344.5641937846772	567.1230657052305	1519.555118200384	1381.9901555636732	1180.7349757822624	1638.0593400206888	1658.8401838443888	1594.8565875053846	1537.546435024678	1458.6381749077789	1199.0643366815598	1611.9833796948874	1439.713955732778	1439.6057694969695	1762.132910699486	1186.255083950338
K11787	0.0	0.0	27.71407389957961	25.857260534064668	17.901668691261182	24.779974476627622	49.366626186035944	21.361245360605714	80.10603125592121	17.768827553529494	13.85956564121356	31.3906037459472	8.101758081504126	41.192759228324576	22.434905122787384	12.696075008411773	0.0	43.653689048539036	44.85534152358878	11.222966679012469	18.405529020918895	39.31358480923276	46.55547666988934	26.36838746763423	41.5270895047222	36.49387684880769	39.10731045990325
K13507	0.0	0.0	0.0	0.0	0.0	4.1299957461046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8194345837361565	0.0	0.0	0.0	0.0
K00613	23.553796872057077	51.939058171747995	48.49962932426424	18.46947181004625	40.91809986573975	37.16996171494139	24.683313093017972	10.680622680302909	21.847099433433076	17.768827553529494	23.099276068689267	20.927069163964802	8.101758081504126	64.07762546628274	22.434905122787384	38.088225025235516	8.806770645272566	12.472482585296866	19.93570734381726	22.44593335802504	13.804146765689147	0.0	40.73604208615312	47.46309744174157	69.21181584120373	20.85364391360442	39.10731045990325
K13648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.153946495183247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00252	1236.574335782967	1237.8808864265688	1344.1325841295734	1222.6790338249698	1017.8377341602558	1090.3188769715584	1466.1887977251815	1409.8421937999804	1667.6619234186899	1273.4326413362642	1385.9565641212762	1600.920791043292	1494.7743660374806	1354.784081287075	1476.216757079378	1745.7103136565925	1197.7208077570647	1315.8469127487706	1021.7050013705542	1010.0670011110512	1274.582884698569	1631.513769583081	1070.7759634074584	1065.2828536923578	941.2806954403453	1006.1883188313492	1095.004692877235
K11204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.44593335802504	4.601382255229719	0.0	0.0	0.0	0.0	0.0	0.0
K11205	0.0	25.969529085874047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01228	0.0	0.0	0.0	3.69389436200925	2.5573812416087303	0.0	4.936662618603594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.696075008411773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.050879040752059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.273677493526845	0.0	0.0	0.0
K13789	282.6455624646153	285.6648199445159	374.13999764432043	435.8795347170248	324.7874176842178	367.5696214032197	365.31303377662033	341.77992576961947	415.0948892352223	438.2977463203221	360.3487066715198	308.67427016841776	445.5966944827241	343.272993569319	511.51583679952694	558.6273003700296	449.14530290882436	293.1033407544156	269.13204914151424	426.4727338024216	427.9285497363232	294.8518860692147	366.62437877531994	432.44155446912345	249.162537028312	396.2192343584193	430.1804150589138
K00743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.222966679012469	0.0	0.0	0.0	0.0	0.0	5.213410978401095	0.0
K14487	0.0	0.0	0.0	0.0	2.5573812416087303	0.0	0.0	5.340311340151434	0.0	0.0	0.0	0.0	0.0	4.576973247591623	0.0	0.0	0.0	6.236241292648433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.983926835954315	0.0	0.0	0.0	0.0	5.273677493526845	0.0	5.213410978401095	0.0
K12487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.486981024557487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.035770153301117
K01189	0.0	0.0	0.0	3.69389436200925	0.0	0.0	9.873325237207188	0.0	0.0	5.9229425178431585	0.0	0.0	4.050879040752059	0.0	0.0	6.348037504205907	0.0	6.236241292648433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K12309	11.776898436028539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.282366477811022	5.9229425178431585	0.0	0.0	0.0	0.0	0.0	6.348037504205907	8.806770645272566	6.236241292648433	0.0	0.0	0.0	0.0	0.0	5.273677493526845	0.0	0.0	0.0
K01793	0.0	0.0	13.857036949789757	0.0	0.0	4.1299957461046	0.0	5.340311340151434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.348037504205907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00281	1695.873374788092	1488.919667590083	1745.9866556734953	1736.1303501442987	1409.1170641263773	1214.218749354665	1431.6321593949797	1404.50188245978	1609.4029915961867	1492.5815144964752	1302.7991702740717	1412.577168567581	1972.7780928462062	1299.8604023159717	1489.6777001530788	1599.7054510598848	1479.5374684057804	1527.8791166987817	1594.8565875053846	1155.9655679382586	1739.3224924767944	1847.738486033892	1262.8173046706688	1281.5036309269694	1785.664848702986	1428.47460808187	1499.113567629548
K06230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.576973247591623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00264	129.545882796307	155.81717451520868	76.21370322384377	73.87788724018489	66.49191228182706	66.07993193767363	93.79658975346833	101.46591546280577	123.80023012270667	88.84413776764747	101.63681470220557	115.0988804018066	32.40703232601645	96.11643819942401	98.71358254026461	133.30878758830704	61.64739451690794	62.36241292648433	49.83926835954314	78.56076675308749	36.81105804183779	137.59754683230682	52.37491125362544	84.37883989642957	69.21181584120373	104.2682195680051	65.17885076650539
K10046	23.553796872057077	8.656509695291343	27.71407389957961	33.24504925808319	35.803337382522265	20.649978730523003	39.4933009488288	53.40311340151435	36.41183238905506	59.22942517843159	13.85956564121356	5.2317672909912005	28.356153285264433	22.88486623795806	58.330753319247286	38.088225025235516	35.227082581090215	24.944965170593733	24.91963417977152	0.0	32.209675786608045	19.65679240461638	46.55547666988934	52.73677493526846	41.5270895047222	5.213410978401095	26.071540306602135
K00966	565.2911249293305	649.2382271468362	526.5674040919288	524.5329994052298	588.1976855699323	586.4593959468314	622.0194899440346	795.7063896825454	604.4364176582325	621.9089643735314	614.4407434271337	580.7261692999333	392.9352669529212	581.2756024441321	623.6903624134329	622.1076754121331	510.7926974257277	648.5690944354347	413.6659273841219	549.9253672715279	515.3548125857279	275.19509366461364	593.5823275410323	548.4624593267298	470.64034772012263	536.9813307752263	391.07310459901254
K04630	0.0	0.0	0.0	0.0	0.0	0.0	9.873325237207188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K04534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.282366477811022	0.0	4.6198552137378535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K04536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9229425178431585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K12409	0.0	0.0	0.0	11.08168308602773	0.0	0.0	14.809987855810824	0.0	0.0	5.9229425178431585	0.0	10.463534581982401	0.0	0.0	13.46094307367241	6.348037504205907	0.0	0.0	4.983926835954315	0.0	9.202764510459438	19.65679240461638	0.0	0.0	0.0	5.213410978401095	0.0
K00649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.340311340151434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K08239	0.0	0.0	0.0	0.0	2.5573812416087303	4.1299957461046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.486981024557487	0.0	0.0	0.0	0.0	11.222966679012469	0.0	0.0	0.0	5.273677493526845	0.0	0.0	0.0
K01137	58.88449218014259	129.84764542930725	145.49888797270793	66.49009851616638	84.39358097308823	90.85990641430126	74.04993927905392	74.76435876212005	109.23549716710589	82.92119524980427	97.01695948849493	99.40357852883271	36.45791136676856	91.53946495183246	67.30471536836225	107.91663757140572	79.2609358074531	74.8348955117811	109.64639039090581	123.45263346910627	115.03455638070623	176.9111316415088	75.65264958857013	73.8314849093759	55.36945267296297	93.84139761121968	130.3577015330042
K08495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.601382255229719	0.0	0.0	0.0	0.0	0.0	0.0
K14454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.239710427475707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K14455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.564732955622084	5.9229425178431585	0.0	0.0	0.0	0.0	17.947924098229947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00629	0.0	0.0	0.0	0.0	2.5573812416087303	0.0	0.0	5.340311340151434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.348037504205907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
