	BulkRAG1	BulkRAG2	BulkRAG3	BulkTP1	BulkTP2	BulkTP3	RAG1	RAG10	RAG12	RAG2	RAG3	RAG4	RAG5	RAG6	RAG7	RAG8	RTP1	RTP10	RTP11	RTP12	RTP2	RTP3	RTP4	RTP5	RTP6	RTP7	RTP9
K06858	0.0	0.0	0.0	3.69389436200925	2.5573812416087303	0.0	0.0	0.0	7.282366477811022	0.0	0.0	0.0	0.0	4.576973247591623	0.0	0.0	0.0	0.0	0.0	0.0	4.601382255229719	19.65679240461638	5.8194345837361565	5.273677493526845	13.842363168240768	0.0	13.035770153301117
K05646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.576973247591623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05647	0.0	0.0	0.0	3.69389436200925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05641	0.0	17.313019390582664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.973962049114965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.213410978401095	0.0
K05643	0.0	17.313019390582664	6.928518474894887	0.0	0.0	0.0	4.936662618603594	0.0	0.0	0.0	0.0	0.0	8.101758081504126	0.0	0.0	0.0	0.0	6.236241292648433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.035770153301117
K05644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.340311340151434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05648	0.0	0.0	0.0	0.0	0.0	4.1299957461046	4.936662618603594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05645	11.776898436028539	0.0	0.0	0.0	2.5573812416087303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.273677493526845	0.0	0.0	0.0
K05650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2317672909912005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.842363168240768	0.0	0.0
K05651	0.0	0.0	0.0	0.0	2.5573812416087303	4.1299957461046	0.0	0.0	7.282366477811022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05657	0.0	0.0	0.0	3.69389436200925	10.22952496643496	20.649978730523003	9.873325237207188	37.38217938106003	21.847099433433076	11.845885035686296	0.0	0.0	0.0	18.307892990366515	4.486981024557487	0.0	0.0	0.0	4.983926835954315	11.222966679012469	18.405529020918895	0.0	11.638869167472334	0.0	0.0	5.213410978401095	0.0
K05664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.153946495183247	4.486981024557487	12.696075008411773	8.806770645272566	0.0	0.0	0.0	0.0	0.0	5.8194345837361565	5.273677493526845	0.0	0.0	0.0
K05658	23.553796872057077	51.939058171747995	34.64259237447449	33.24504925808319	25.573812416087303	37.16996171494139	34.55663833022512	53.40311340151435	21.847099433433076	53.30648266058849	18.479420854951414	31.3906037459472	36.45791136676856	54.92367897109944	17.947924098229947	50.784300033647284	8.806770645272566	18.7087238779453	29.903561015725884	22.44593335802504	46.01382255229719	19.65679240461638	23.27773833494467	31.642064961161118	13.842363168240768	26.067054892005473	13.035770153301117
K05653	0.0	8.656509695291343	0.0	0.0	7.6721437248262	0.0	4.936662618603594	10.680622680302909	0.0	0.0	4.6198552137378535	5.2317672909912005	0.0	0.0	4.486981024557487	6.348037504205907	8.806770645272566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05654	11.776898436028539	0.0	0.0	3.69389436200925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.463534581982401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.273677493526845	0.0	0.0	0.0
K05659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6198552137378535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05660	23.553796872057077	0.0	0.0	3.69389436200925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2317672909912005	0.0	4.576973247591623	4.486981024557487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.842363168240768	0.0	0.0
K05661	0.0	0.0	0.0	11.08168308602773	10.22952496643496	4.1299957461046	14.809987855810824	10.680622680302909	0.0	29.614712589215795	13.85956564121356	5.2317672909912005	4.050879040752059	4.576973247591623	22.434905122787384	12.696075008411773	8.806770645272566	18.7087238779453	4.983926835954315	11.222966679012469	13.804146765689147	19.65679240461638	17.458303751208447	10.547354987053671	0.0	20.85364391360442	52.14308061320427
K05662	0.0	8.656509695291343	0.0	0.0	5.11476248321747	4.1299957461046	14.809987855810824	5.340311340151434	0.0	17.768827553529494	4.6198552137378535	15.6953018729736	0.0	9.153946495183247	8.973962049114965	6.348037504205907	0.0	0.0	4.983926835954315	0.0	4.601382255229719	19.65679240461638	0.0	5.273677493526845	0.0	20.85364391360442	0.0
K05655	35.33069530808561	0.0	6.928518474894887	7.38778872401849	20.45904993286982	28.909970222732248	9.873325237207188	48.06280206136294	14.564732955622084	29.614712589215795	18.479420854951414	5.2317672909912005	16.203516163008274	13.73091974277486	0.0	12.696075008411773	17.613541290545154	24.944965170593733	14.951780507862892	0.0	9.202764510459438	0.0	40.73604208615312	15.821032480580559	0.0	20.85364391360442	13.035770153301117
K05656	0.0	0.0	6.928518474894887	0.0	2.5573812416087303	4.1299957461046	0.0	0.0	0.0	5.9229425178431585	9.239710427475707	0.0	0.0	4.576973247591623	0.0	0.0	0.0	0.0	0.0	11.222966679012469	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06148	2119.841718485115	2432.4792243768356	2293.339615190125	2175.703779223423	2043.347612045312	2073.257864544511	2256.0548167018255	2280.3129422446295	2315.792539943825	2144.105191459208	2111.2738326781155	2145.024589306323	1984.9307299685072	2201.524132091522	2252.4644743278186	2190.0729389510157	2280.9535971255236	2332.3542434504247	2232.799222507518	1750.7828019258889	2245.474540552022	1120.4371670630558	2164.829665149818	2035.6395125013103	2339.3593754326125	2200.0594328852076	1603.3997288559513
K05674	0.0	0.0	0.0	0.0	0.0	4.1299957461046	0.0	0.0	0.0	5.9229425178431585	0.0	0.0	0.0	9.153946495183247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2317672909912005	0.0	0.0	4.486981024557487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05672	0.0	0.0	0.0	0.0	0.0	0.0	4.936662618603594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.213410978401095	0.0
K05665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8194345837361565	0.0	0.0	0.0	0.0
K05666	0.0	8.656509695291343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.486981024557487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05673	0.0	8.656509695291343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9229425178431585	0.0	0.0	0.0	0.0	4.486981024557487	6.348037504205907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.340311340151434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.806770645272566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05669	0.0	0.0	6.928518474894887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.576973247591623	0.0	6.348037504205907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2317672909912005	0.0	0.0	0.0	6.348037504205907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8194345837361565	0.0	0.0	0.0	0.0
K05676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2317672909912005	0.0	4.576973247591623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.458303751208447	5.273677493526845	0.0	0.0	0.0
K05677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9229425178431585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8194345837361565	0.0	0.0	0.0	0.0
K05679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.576973247591623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.696075008411773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.983926835954315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6198552137378535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07513	0.0	8.656509695291343	0.0	11.08168308602773	0.0	0.0	4.936662618603594	5.340311340151434	7.282366477811022	11.845885035686296	0.0	20.927069163964802	4.050879040752059	4.576973247591623	17.947924098229947	6.348037504205907	8.806770645272566	0.0	4.983926835954315	0.0	4.601382255229719	0.0	0.0	5.273677493526845	0.0	0.0	0.0
K07508	47.107593744114055	17.313019390582664	55.42814779915912	18.46947181004625	17.901668691261182	33.03996596883687	78.9866018976575	32.041868040908625	7.282366477811022	23.691770071372694	41.578696923640685	57.549440200903206	32.40703232601645	36.61578598073292	67.30471536836225	25.392150016823642	17.613541290545154	24.944965170593733	9.96785367190863	22.44593335802504	32.209675786608045	58.97037721384913	29.09717291868078	10.547354987053671	27.684726336481535	15.640232935203263	26.071540306602135
K11538	0.0	17.313019390582664	0.0	14.775577448036941	12.786906208043701	16.519982984418384	0.0	5.340311340151434	7.282366477811022	0.0	4.6198552137378535	5.2317672909912005	8.101758081504126	0.0	0.0	0.0	8.806770645272566	0.0	14.951780507862892	0.0	4.601382255229719	19.65679240461638	0.0	10.547354987053671	13.842363168240768	10.42682195680221	13.035770153301117
